0.56414	2.2847E-06	9.9303E-07
0.57287	1.7943E-06	9.3907E-07
0.58343	6.3877E-07	3.1589E-07
0.59877	1.0545E-05	8.4517E-06
0.60451	2.5545E-06	8.2979E-07
0.61466	2.8763E-06	1.978E-06
0.62559	1.8935E-06	9.1811E-07
0.6346	1.5415E-06	9.4489E-07
0.64588	5.7146E-07	3.4125E-07
0.6541	5.2393E-06	3.1259E-06
0.66408	3.0993E-06	2.2895E-06
0.67314	2.4036E-06	1.3809E-06
0.68564	1.7673E-06	7.4268E-07
0.6958	3.7367E-06	2.7578E-06
0.70693	1.835E-06	1.3372E-06
0.71365	2.0599E-06	1.3175E-06
0.72669	2.6169E-06	1.1108E-06
0.73385	3.9068E-06	1.6612E-06
0.74614	1.0435E-06	5.5636E-07
0.75324	2.363E-06	1.1604E-06
0.76615	3.1543E-06	1.8049E-06
0.77389	2.0818E-06	8.1784E-07
0.78436	4.0051E-07	2.103E-07
0.79415	7.6815E-07	4.0898E-07
0.80352	1.2582E-06	8.1607E-07
0.81216	3.8062E-06	2.0294E-06
0.82435	3.3097E-06	1.3071E-06
0.8344	5.3901E-07	2.4712E-07
0.8441	1.162E-07	6.2223E-08
0.85431	9.8654E-07	4.9858E-07
0.86651	3.1032E-06	1.2041E-06
0.87519	1.0373E-06	7.8081E-07
0.88522	1.8726E-06	8.3182E-07
0.89655	2.6854E-06	1.1781E-06
0.90731	1.8885E-06	9.1931E-07
0.91301	1.5153E-06	8.4784E-07
0.92631	1.2123E-06	9.9948E-07
0.93382	1.2352E-06	7.9112E-07
0.94364	1.6485E-06	1.1588E-06
0.95591	1.991E-07	9.7588E-08
0.96449	2.7987E-06	1.2117E-06
0.97567	2.9139E-06	1.4381E-06
0.98503	6.5639E-07	3.1597E-07
0.99418	7.2742E-07	3.9103E-07
1.0079	1.5041E-06	9.8445E-07
1.0169	6.7044E-07	5.0775E-07
1.0256	2.9983E-06	1.5871E-06
1.0337	3.6417E-07	1.8587E-07
1.0466	1.7477E-06	6.2144E-07
1.0566	1.7453E-06	1.4327E-06
1.0634	1.3298E-06	1.2122E-06
1.0735	2.7268E-06	1.208E-06
1.0874	2.5857E-06	1.3931E-06
1.0963	1.719E-06	8.4676E-07
1.1068	1.498E-07	1.4886E-07
1.1157	1.5136E-06	7.8795E-07
1.1235	2.339E-06	1.303E-06
1.1348	1.824E-06	1.0281E-06
1.1461	1.2022E-06	6.9669E-07
1.1564	2.1281E-06	1.5062E-06
1.1647	1.557E-06	8.9614E-07
1.1775	9.3659E-07	6.8781E-07
1.1845	8.1534E-07	4.2025E-07
1.1951	2.5647E-06	9.6394E-07
1.2038	2.6464E-07	1.4084E-07
1.2165	1.2032E-06	6.4367E-07
1.2268	1.1248E-06	5.9621E-07
1.2315	1.2824E-07	9.9094E-08
1.2429	1.5575E-06	1.1257E-06
1.2545	6.3317E-07	3.0964E-07
1.2661	2.1995E-06	1.0762E-06
1.2751	9.3124E-07	5.3972E-07
1.2861	1.0854E-06	4.3467E-07
1.2942	4.9763E-07	3.9405E-07
1.3021	1.9089E-06	1.1855E-06
1.3174	6.8467E-07	3.2154E-07
1.3274	1.3375E-06	7.6211E-07
1.3355	3.072E-07	1.6721E-07
1.3477	1.3378E-06	9.5766E-07
1.3537	7.9544E-07	5.5701E-07
1.3638	1.5556E-06	7.7886E-07
1.3747	8.3253E-07	5.2814E-07
1.3887	2.2424E-06	1.9804E-06
1.394	4.6352E-07	2.3619E-07
1.4038	5.8823E-07	3.6452E-07
1.4139	9.578E-07	4.6368E-07
1.4246	3.6242E-07	2.0687E-07
1.4363	2.55E-07	2.5495E-07
1.4428	8.5952E-07	3.6956E-07
1.4529	3.5111E-07	2.8912E-07
1.4683	4.1693E-07	3.9309E-07
1.4727	7.6417E-07	3.6796E-07
1.4829	2.7971E-07	1.8902E-07
1.4951	9.7098E-07	4.8487E-07
1.5071	1.8905E-07	1.288E-07
1.5137	8.2873E-07	3.7405E-07
1.5243	1.044E-06	5.8869E-07
1.5376	6.4535E-07	3.5062E-07
1.5422	4.8227E-07	2.7465E-07
1.5585	4.8573E-08	4.4028E-08
1.5676	1.8024E-07	1.7046E-07
1.5765	2.1057E-06	1.3842E-06
1.5854	2.1474E-06	1.2312E-06
1.5972	4.0231E-07	2.8626E-07
1.6056	5.4022E-07	3.3094E-07
1.6124	3.9508E-08	2.5882E-08
1.6256	4.3349E-07	2.6913E-07
1.6341	1.0473E-06	5.4887E-07
1.6456	2.9495E-07	1.846E-07
1.6555	6.754E-07	3.9053E-07
1.6652	1.5383E-07	1.0591E-07
1.6749	5.9489E-07	3.3844E-07
1.6832	3.7618E-07	2.7991E-07
1.695	9.4685E-07	5.9423E-07
1.7042	8.413E-07	7.0321E-07
1.717	1.1396E-07	8.1278E-08
1.7241	2.6584E-07	1.6025E-07
1.737	1.6071E-07	1.4583E-07
1.7437	9.2955E-07	5.1088E-07
1.7556	7.1462E-07	3.7299E-07
1.7643	7.2983E-07	3.8861E-07
1.7722	3.0926E-07	2.5959E-07
1.7851	7.7302E-08	5.0586E-08
1.7972	5.4543E-07	2.723E-07
1.8059	4.0199E-07	1.8257E-07
1.814	8.8851E-08	4.7804E-08
1.827	1.5639E-06	9.8074E-07
1.8349	1.8076E-06	6.5339E-07
1.8461	1.0945E-07	1.0857E-07
1.8562	1.5046E-07	8.3879E-08
1.8656	8.6901E-07	4.8911E-07
1.874	8.7592E-08	8.2248E-08
1.8885	9.3582E-07	8.6655E-07
1.8955	4.8227E-07	3.3462E-07
1.9039	2.5817E-07	1.5309E-07
1.9119	1.6352E-07	1.0662E-07
1.926	1.7847E-07	1.0941E-07
1.9336	6.0268E-08	3.9911E-08
1.9469	1.9517E-07	9.4619E-08
1.9558	5.5075E-07	3.219E-07
1.9661	7.1451E-07	3.1827E-07
1.9783	2.0274E-07	1.1892E-07
1.986	2.4279E-07	1.3089E-07
1.9911	3.6853E-07	2.92E-07
2.0062	5.6598E-07	2.9774E-07
2.0105	6.4096E-08	6.027E-08
2.0217	2.7757E-07	1.7053E-07
2.0331	2.9597E-07	1.7058E-07
2.0426	6.1165E-07	3.4252E-07
2.0525	9.7527E-08	9.6728E-08
2.0642	9.8786E-08	6.2595E-08
2.0742	6.9342E-07	6.3146E-07
2.0849	2.5651E-07	1.0923E-07
2.0947	6.4879E-09	6.4806E-09
2.104	1.747E-10	1.6283E-10
2.1132	5.1517E-08	3.3066E-08
2.129	7.5356E-08	6.964E-08
2.1327	9.9799E-08	6.7485E-08
2.1482	8.4783E-08	7.9232E-08
2.1577	9.0929E-08	6.8273E-08
2.165	2.5791E-08	2.5451E-08
2.1756	5.6601E-07	3.6627E-07
2.1845	1.2321E-07	7.0769E-08
2.1925	6.6255E-08	5.6263E-08
2.2052	4.5813E-07	4.3332E-07
2.2114	1.3236E-08	9.406E-09
2.2259	4.6955E-08	3.3612E-08
2.2341	4.4042E-08	4.1356E-08
2.245	2.7345E-07	1.6097E-07
2.2549	4.4586E-07	1.892E-07
2.2639	9.6335E-08	7.2878E-08
2.2758	2.9251E-07	1.6762E-07
2.2822	1.8362E-07	1.3259E-07
2.2967	4.6491E-08	4.6475E-08
2.3005	6.7844E-08	6.7619E-08
2.3126	2.7979E-08	2.4578E-08
2.3277	1.5992E-07	1.1701E-07
2.3329	9.9621E-08	9.9619E-08
2.347	9.7066E-08	6.0348E-08
2.3525	2.1393E-08	1.92E-08
2.3644	1.1431E-07	8.1114E-08
2.3747	1.181E-07	8.2706E-08
2.3834	7.8113E-08	6.2065E-08
2.3949	2.0817E-08	1.0307E-08
0	0	0
2.4194	7.3405E-08	7.3223E-08
2.4289	1.6352E-07	1.5986E-07
2.4368	4.9213E-08	3.6265E-08
2.4471	3.3789E-07	2.1822E-07
2.4585	3.1238E-07	1.7079E-07
2.4631	2.7887E-10	2.7887E-10
2.4762	9.5612E-08	5.0121E-08
2.488	2.6058E-07	1.5707E-07
2.4971	1.0943E-07	7.9975E-08
2.5052	1.395E-07	8.6341E-08
2.516	1.8302E-07	1.046E-07
2.5267	5.086E-08	3.4742E-08
2.5321	2.0608E-07	9.1013E-08
2.545	1.9367E-07	1.0673E-07
2.5598	6.0456E-09	6.038E-09
2.5649	1.3982E-09	1.3749E-09
2.5781	7.8314E-08	6.1534E-08
2.5864	7.4166E-08	5.8367E-08
2.5969	1.3458E-07	8.9359E-08
2.6004	1.2417E-07	9.2011E-08
2.6155	1.0602E-07	7.7975E-08
2.6261	1.7108E-08	1.4508E-08
2.6318	6.0433E-12	6.0433E-12
2.6419	1.9891E-07	1.4151E-07
2.6525	1.3258E-08	1.1214E-08
2.6637	1.7343E-07	8.6004E-08
2.6745	4.5735E-09	4.5735E-09
2.6885	4.7471E-09	3.3431E-09
2.6972	4.8382E-08	3.4038E-08
2.7088	1.7887E-08	1.7887E-08
2.7147	4.1179E-09	4.0991E-09
2.7254	1.3042E-07	7.7127E-08
2.7361	3.0297E-08	2.1126E-08
2.7485	1.59E-07	1.0626E-07
2.7588	5.3275E-08	4.6994E-08
2.7653	6.1581E-08	6.1219E-08
2.7726	1.188E-08	1.188E-08
2.786	2.2696E-09	1.7441E-09
2.7987	8.1913E-09	6.5456E-09
2.8039	1.6215E-11	1.2908E-11
2.8113	8.4748E-08	7.8015E-08
2.8269	3.6174E-08	2.699E-08
2.8344	9.1581E-09	8.4823E-09
2.8484	1.079E-07	7.6687E-08
2.8578	3.7311E-08	3.4052E-08
2.8643	2.7079E-07	1.7714E-07
2.8754	3.2687E-08	2.3606E-08
2.887	4.0457E-09	3.0566E-09
2.8992	1.1728E-09	1.1678E-09
2.9068	2.2285E-08	1.5909E-08
2.9136	7.8726E-08	6.3998E-08
2.9281	5.7049E-09	3.6672E-09
2.9355	5.7469E-10	5.7016E-10
2.9462	1.8367E-07	1.2797E-07
2.9561	4.3097E-08	2.7022E-08
2.9638	5.7266E-09	5.7266E-09
2.9785	3.9991E-08	3.9622E-08
2.9875	2.1214E-08	2.0363E-08
2.9994	2.5961E-08	2.1907E-08
3.0072	3.3426E-10	2.3004E-10
3.0178	3.4981E-12	3.4981E-12
3.0253	4.1111E-08	2.949E-08
3.0346	5.9874E-08	3.5243E-08
3.0486	3.9697E-09	3.089E-09
3.053	7.6304E-09	7.6304E-09
3.0674	6.0402E-09	5.3019E-09
3.0785	4.2177E-09	3.7879E-09
3.0887	1.3715E-08	1.1487E-08
3.0975	2.3948E-11	1.7539E-11
0	0	0
3.1162	1.6428E-09	1.4025E-09
3.1258	6.4681E-09	4.2299E-09
3.1362	3.4423E-09	2.5032E-09
3.1435	2.1641E-08	1.3014E-08
3.1587	1.5703E-08	1.5703E-08
3.1635	6.476E-09	3.7416E-09
3.1776	1.6847E-08	1.3717E-08
3.1837	3.0926E-09	3.0926E-09
3.1957	2.8728E-09	2.4672E-09
3.2047	1.3814E-08	1.3424E-08
3.2177	3.0813E-09	2.4204E-09
3.2277	4.7945E-08	2.9504E-08
3.2367	6.4047E-10	6.3746E-10
3.2431	2.4222E-08	1.6833E-08
3.2591	6.2402E-10	5.4946E-10
3.2639	1.084E-10	1.0644E-10
3.2738	6.16E-09	3.6184E-09
3.281	1.1304E-08	9.1271E-09
3.2903	2.9134E-09	2.4094E-09
3.3079	4.3077E-09	2.9048E-09
3.3144	2.1538E-08	1.1863E-08
3.3236	1.4239E-09	1.2028E-09
3.3352	3.419E-09	2.4081E-09
3.3476	3.8559E-10	3.7205E-10
3.354	3.0027E-09	1.9927E-09
3.3656	2.6818E-12	2.6818E-12
3.3712	2.3377E-09	1.6066E-09
3.3871	9.2543E-10	9.2543E-10
3.3919	3.3386E-10	2.4842E-10
3.4005	3.2407E-10	3.2262E-10
0	0	0
3.4238	2.0855E-09	1.5483E-09
3.433	1.2365E-09	1.0662E-09
3.4465	6.3926E-09	5.94E-09
3.4548	3.8982E-11	3.8982E-11
3.4668	2.1841E-10	2.1841E-10
3.4714	1.5595E-11	1.3762E-11
3.485	3.0783E-09	2.4114E-09
3.4923	4.7277E-12	3.1234E-12
3.5052	2.9733E-11	2.0014E-11
3.5102	2.8507E-10	2.8316E-10
3.5243	3.4153E-10	3.3552E-10
0	0	0
3.546	3.8386E-09	2.3257E-09
0	0	0
3.567	5.0015E-10	4.9263E-10
3.5724	4.3729E-09	4.0772E-09
3.584	8.1578E-10	8.1578E-10
3.5955	3.9285E-11	2.526E-11
3.6063	1.4744E-10	1.3611E-10
3.6139	8.5606E-10	8.5606E-10
0	0	0
3.6302	1.2161E-09	1.2161E-09
3.6431	5.7476E-10	5.7476E-10
3.6587	2.273E-11	2.273E-11
3.6602	3.5824E-12	3.5824E-12
3.677	2.0424E-10	2.0393E-10
3.6841	1.6472E-10	1.3254E-10
3.6971	1.1506E-09	1.137E-09
3.7045	4.0189E-09	4.0161E-09
3.7139	6.8164E-12	4.9542E-12
3.7294	6.9301E-10	6.9216E-10
3.7391	3.8665E-10	2.6027E-10
3.7453	2.9876E-12	2.1018E-12
3.7526	9.1016E-10	7.0483E-10
0	0	0
3.7717	1.0769E-12	1.0769E-12
3.7806	2.8539E-10	2.7686E-10
3.7956	1.1389E-11	1.0046E-11
3.8092	8.7174E-10	8.2048E-10
3.8105	4.9667E-10	4.9667E-10
3.8233	3.4477E-12	2.1964E-12
3.833	7.8153E-11	7.5168E-11
3.8475	2.9246E-12	2.0887E-12
3.8537	2.5781E-12	2.5781E-12
3.8682	1.6595E-10	1.3591E-10
3.8733	9.069E-13	9.069E-13
0	0	0
3.8927	1.8403E-12	1.8403E-12
3.9013	1.4843E-12	1.1965E-12
3.9137	1.7662E-11	1.7662E-11
3.9292	3.617E-10	3.4083E-10
3.9367	1.1753E-11	1.0302E-11
3.9413	2.6354E-10	2.5171E-10
3.9561	1.5677E-12	1.5677E-12
0	0	0
3.978	5.7439E-10	5.6998E-10
3.9863	9.7642E-12	9.7049E-12
3.9986	1.7115E-11	1.7115E-11
0	0	0
4.0129	4.055E-12	2.9619E-12
4.0246	6.0893E-13	6.0893E-13
4.0385	3.0904E-10	2.9653E-10
0	0	0
4.0555	1.1029E-12	1.1029E-12
0	0	0
4.0754	2.117E-10	2.0004E-10
4.0822	1.0807E-12	1.0807E-12
4.0969	5.7801E-13	5.7801E-13
4.1046	2.3717E-11	1.4449E-11
4.1127	7.0868E-11	4.5501E-11
4.1219	1.0349E-12	1.0349E-12
4.133	1.3467E-11	1.3193E-11
4.1457	3.0558E-11	2.3349E-11
4.157	2.0708E-11	1.8072E-11
4.1669	1.9391E-10	1.9391E-10
4.1781	1.4332E-12	1.4332E-12
4.1819	1.8853E-11	1.7701E-11
0	0	0
4.2041	3.9167E-12	2.7751E-12
4.2159	3.3969E-12	3.3969E-12
4.2276	1.8314E-11	1.7263E-11
0	0	0
4.2478	4.7996E-13	4.7996E-13
4.2514	1.935E-12	1.935E-12
0	0	0
4.2771	7.8561E-16	7.8561E-16
4.284	1.3174E-12	9.3743E-13
4.293	4.6199E-11	2.9832E-11
4.3045	5.9914E-12	4.5803E-12
0	0	0
4.3292	3.0644E-12	2.1779E-12
4.3372	4.6333E-12	2.7098E-12
4.345	5.8293E-12	3.7441E-12
4.3506	1.2918E-11	1.2114E-11
4.3674	1.287E-12	1.287E-12
0	0	0
4.3873	3.9593E-12	2.8676E-12
4.3963	2.1725E-12	2.1725E-12
0	0	0
4.4181	1.9323E-11	1.9323E-11
0	0	0
4.4306	3.8704E-12	3.8704E-12
0	0	0
0	0	0
0	0	0
4.4766	2.0335E-12	2.0335E-12
0	0	0
4.4965	8.4522E-13	6.4753E-13
0	0	0
4.5165	6.7702E-13	6.7702E-13
4.5254	7.8012E-12	4.6036E-12
0	0	0
0	0	0
0	0	0
4.5662	2.1348E-12	1.5127E-12
0	0	0
0	0	0
0	0	0
0	0	0
4.6185	5.3337E-12	5.3337E-12
0	0	0
4.6372	1.264E-12	1.264E-12
4.65	1.4497E-12	1.4497E-12
0	0	0
4.6693	2.1013E-15	2.1013E-15
4.6713	1.1394E-12	1.1394E-12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.7476	7.2726E-13	7.2726E-13
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.8438	1.3173E-12	1.2211E-12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5.0104	2.4874E-15	2.4874E-15
0	0.001130934074759	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
